order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue,incentive_given,order_accepted
20742,Chennai,North,3.6,19.9,189.0,33.0,2.36,Heavy Rain,0.77,31.2,53.7,6.6,Medium,20,Friday,0,0,9.3,28.1,0.828,0.124,119.46,56.0,1
20743,Delhi,Central,15.5,53.1,200.0,89.0,1.07,Clear,0.14,32.0,61.3,8.0,Medium,23,Tuesday,0,0,14.1,15.0,0.867,0.164,139.23,82.0,1
20744,Bangalore,South,6.7,33.2,402.0,58.0,1.22,Clear,0.0,35.0,50.7,7.5,Medium,4,Wednesday,0,0,20.7,27.7,0.833,0.03,159.2,19.0,1
20745,Bangalore,North,4.0,17.3,190.0,44.0,1.17,Light Rain,0.39,32.2,83.1,3.4,High,8,Saturday,1,0,6.0,23.3,0.995,0.08,93.28,62.0,1
20746,Hyderabad,East,6.8,39.0,157.0,57.0,1.81,Clear,0.11,25.1,46.3,10.0,High,22,Tuesday,0,0,6.2,29.7,0.817,0.224,137.71,39.0,0
20747,Kolkata,Airport,3.3,13.9,597.0,39.0,1.13,Cloudy,0.0,33.7,30.3,16.0,Low,1,Tuesday,0,0,13.6,27.3,0.435,0.024,175.41,23.0,0
20748,Kolkata,Suburban,2.8,16.0,134.0,36.0,1.98,Cloudy,0.0,22.1,40.4,10.0,Medium,11,Wednesday,0,0,16.3,24.8,0.905,0.069,100.76,26.0,1
20749,Bangalore,Suburban,12.5,64.7,381.0,94.0,1.22,Clear,0.11,26.6,91.1,7.7,Medium,10,Saturday,1,0,12.3,22.2,0.817,0.141,198.5,48.0,1
20750,Mumbai,North,2.3,14.9,221.0,30.0,1.04,Clear,0.0,33.4,46.6,5.9,Very High,2,Tuesday,0,0,12.9,20.4,0.955,0.081,79.82,64.0,1
20751,Bangalore,North,3.6,22.6,133.0,34.0,1.21,Cloudy,0.02,30.9,42.6,5.5,Very High,23,Saturday,1,0,19.1,19.1,0.854,0.046,70.4,54.0,0
20752,Hyderabad,Central,5.4,23.4,203.0,46.0,1.19,Clear,0.05,27.3,59.8,4.5,High,8,Tuesday,0,0,9.9,22.8,0.825,0.108,99.4,28.0,0
20753,Bangalore,West,2.6,15.7,219.0,29.0,1.29,Cloudy,0.0,25.6,46.0,10.0,Medium,7,Tuesday,0,0,15.7,29.4,0.589,0.036,85.59,33.0,1
20754,Hyderabad,Suburban,6.6,28.9,108.0,51.0,1.14,Light Rain,0.27,30.5,55.5,15.4,Medium,1,Saturday,1,1,11.5,22.6,0.786,0.126,81.9,66.0,1
20755,Mumbai,Industrial,3.7,16.3,303.0,38.0,1.17,Cloudy,0.13,24.7,41.6,4.8,Medium,4,Friday,0,0,9.7,23.4,0.787,0.029,111.12,26.0,0
20756,Hyderabad,West,6.7,38.9,288.0,56.0,1.21,Cloudy,0.04,42.9,87.0,9.2,Medium,15,Friday,0,0,8.0,15.8,0.847,0.074,131.12,36.0,1
20757,Mumbai,Suburban,6.4,29.9,206.0,46.0,1.18,Clear,0.0,34.2,40.8,4.9,Very High,8,Saturday,1,0,9.5,12.2,0.664,0.057,99.6,49.0,1
20758,Chennai,North,3.9,19.1,310.0,39.0,1.18,Clear,0.14,31.6,39.7,5.8,High,7,Friday,0,0,24.6,31.6,0.765,0.292,114.22,48.0,0
20759,Delhi,Industrial,12.5,65.4,271.0,91.0,1.14,Clear,0.13,34.3,81.0,3.2,Medium,3,Sunday,1,0,9.4,21.9,0.869,0.059,163.36,28.0,0
20760,Chennai,East,3.0,23.0,467.0,33.0,1.97,Cloudy,0.0,33.5,73.8,8.5,Low,13,Saturday,1,0,13.8,23.1,0.835,0.078,167.75,40.0,0
20761,Mumbai,East,10.1,33.2,143.0,68.0,2.15,Cloudy,0.0,33.4,59.3,7.6,Medium,11,Thursday,0,0,18.4,18.8,0.909,0.163,177.66,59.0,1
20762,Bangalore,Airport,9.1,44.0,211.0,69.0,1.75,Heavy Rain,0.71,27.2,57.3,5.3,Low,22,Friday,0,0,12.2,30.8,0.779,0.395,167.17,63.0,1
20763,Chennai,Suburban,13.0,57.0,404.0,69.0,1.26,Cloudy,0.0,26.9,42.0,3.5,High,18,Thursday,0,0,5.6,17.8,0.681,0.333,175.82,35.0,1
20764,Delhi,Industrial,5.0,24.6,321.0,37.0,1.28,Fog,0.09,25.1,83.9,17.9,Low,18,Saturday,1,0,5.0,14.8,0.849,0.074,117.98,9.0,1
20765,Pune,Suburban,2.8,19.9,100.0,34.0,1.22,Clear,0.06,34.3,75.2,7.1,Low,18,Monday,0,0,15.8,26.1,0.76,0.234,63.48,14.0,0
20766,Hyderabad,Central,15.6,77.2,106.0,84.0,1.25,Cloudy,0.0,31.4,69.2,26.9,Medium,21,Sunday,1,0,14.2,15.3,0.695,0.001,128.32,19.0,1
20767,Hyderabad,North,3.7,20.1,245.0,35.0,2.27,Light Rain,0.45,23.3,42.6,8.9,High,12,Monday,0,0,22.6,27.1,0.85,0.059,133.35,66.0,0
20768,Delhi,North,2.8,15.3,556.0,36.0,1.08,Heavy Rain,0.75,33.7,80.3,8.4,Low,18,Tuesday,0,0,29.6,8.9,0.614,0.244,161.2,18.0,0
20769,Bangalore,Airport,4.0,15.3,197.0,37.0,1.17,Light Rain,0.38,30.1,57.6,11.0,Medium,2,Sunday,1,0,9.6,21.0,0.667,0.077,86.63,48.0,0
20770,Hyderabad,West,2.5,18.3,338.0,35.0,1.06,Clear,0.0,17.4,79.3,13.9,Medium,7,Tuesday,0,1,11.6,11.6,0.637,0.023,111.46,18.0,0
20771,Bangalore,Central,6.1,23.7,255.0,40.0,1.04,Light Rain,0.37,33.2,88.5,14.3,High,23,Friday,0,1,8.6,23.3,0.863,0.114,97.7,77.0,1
20772,Chennai,South,3.1,16.6,327.0,32.0,1.81,Clear,0.05,25.0,62.5,20.1,Medium,13,Saturday,1,0,6.0,14.3,0.356,0.134,129.86,29.0,0
20773,Bangalore,East,3.8,20.7,418.0,39.0,1.27,Clear,0.12,31.2,78.7,8.0,Medium,6,Wednesday,0,0,14.2,18.7,0.905,0.301,141.49,20.0,0
20774,Delhi,East,8.0,33.5,392.0,47.0,1.02,Cloudy,0.0,40.0,47.3,7.7,High,3,Sunday,1,0,24.0,21.7,0.948,0.013,134.18,24.0,1
20775,Delhi,North,6.5,37.6,385.0,47.0,1.01,Cloudy,0.0,21.0,53.3,2.7,Medium,16,Thursday,0,0,11.1,30.1,0.911,0.129,132.17,28.0,1
20776,Mumbai,Airport,4.5,18.1,180.0,45.0,1.62,Clear,0.0,33.7,82.3,4.4,Medium,20,Tuesday,0,0,18.5,34.0,0.887,0.075,112.5,11.0,1
20777,Delhi,Industrial,5.0,28.0,227.0,46.0,2.08,Fog,0.05,25.0,32.0,5.8,Low,12,Saturday,1,0,8.8,18.9,0.922,0.044,145.62,18.0,0
20778,Chennai,Central,4.5,17.8,317.0,37.0,1.5,Storm,0.94,26.8,80.2,5.5,Medium,11,Friday,0,0,7.4,27.7,0.835,0.17,125.24,52.0,0
20779,Pune,South,3.5,16.6,311.0,34.0,1.16,Light Rain,0.33,16.9,52.1,1.8,High,8,Tuesday,0,0,15.0,14.2,0.722,0.088,107.86,49.0,1
20780,Delhi,East,4.5,19.4,329.0,40.0,1.22,Clear,0.0,32.9,94.1,10.0,High,6,Sunday,1,0,12.8,19.7,0.614,0.046,121.18,47.0,1
20781,Jaipur,Central,6.0,29.1,101.0,51.0,1.59,Clear,0.01,25.2,90.6,4.7,Medium,12,Tuesday,0,0,12.4,23.6,0.93,0.12,103.31,35.0,1
20782,Bangalore,South,4.2,25.7,445.0,35.0,1.23,Clear,0.0,30.5,64.8,14.2,Very High,2,Wednesday,0,0,10.2,9.7,0.735,0.11,140.95,33.0,0
20783,Kolkata,Suburban,5.8,23.7,104.0,47.0,1.16,Cloudy,0.0,34.0,35.5,7.2,Very High,7,Saturday,1,0,7.7,28.9,0.761,0.195,77.4,21.0,0
20784,Chennai,North,2.7,8.9,168.0,29.0,1.03,Heavy Rain,0.81,39.4,76.2,9.2,Medium,10,Saturday,1,0,14.8,18.2,0.824,0.12,66.83,44.0,1
20785,Chennai,West,3.1,18.0,270.0,33.0,1.2,Clear,0.0,38.6,36.2,6.9,High,4,Friday,0,0,9.0,19.8,0.929,0.355,99.0,41.0,1
20786,Mumbai,East,2.9,17.1,241.0,30.0,1.1,Cloudy,0.08,22.7,37.2,2.7,Medium,9,Wednesday,0,0,12.3,25.4,0.554,0.083,86.02,24.0,1
20787,Delhi,East,3.2,15.7,497.0,33.0,1.16,Storm,1.0,31.4,52.4,8.4,High,1,Monday,0,0,13.9,27.3,0.708,0.18,147.62,90.0,1
20788,Mumbai,South,9.7,36.2,136.0,59.0,1.3,Cloudy,0.03,45.2,79.1,13.7,Low,1,Monday,0,0,7.2,20.6,0.921,0.031,106.62,33.0,1
20789,Chennai,West,6.9,26.6,204.0,57.0,2.26,Fog,0.12,32.5,46.2,2.7,High,21,Wednesday,0,0,16.7,22.8,0.856,0.113,173.7,19.0,0
20790,Delhi,Industrial,2.3,13.6,100.0,29.0,1.25,Clear,0.08,32.1,89.8,5.5,Low,2,Wednesday,0,0,14.1,26.3,0.638,0.02,58.25,22.0,0
20791,Pune,Suburban,5.8,25.8,261.0,49.0,1.17,Light Rain,0.27,32.9,57.6,1.9,High,5,Friday,0,0,24.7,23.1,0.837,0.044,114.75,68.0,0
20792,Delhi,Central,3.5,16.8,221.0,36.0,1.27,Clear,0.0,29.4,78.6,4.2,Medium,15,Friday,0,0,21.3,12.6,0.895,0.115,94.34,18.0,0
20793,Pune,North,3.0,18.4,132.0,36.0,1.27,Clear,0.0,37.3,42.4,2.5,Very High,18,Saturday,1,0,22.2,22.1,0.654,0.077,74.76,27.0,0
20794,Mumbai,Central,1.8,11.7,471.0,27.0,2.05,Clear,0.0,28.6,51.3,5.1,Medium,19,Monday,0,0,5.0,27.8,0.785,0.089,158.97,39.0,0
20795,Mumbai,South,8.0,41.7,420.0,68.0,1.95,Clear,0.08,35.3,57.1,15.2,High,14,Monday,0,0,7.2,25.8,0.727,0.023,225.0,24.0,0
20796,Delhi,Industrial,2.0,15.1,254.0,28.0,1.29,Clear,0.04,22.6,43.7,10.9,High,9,Wednesday,0,0,26.5,20.7,0.919,0.026,92.0,33.0,0
20797,Bangalore,Industrial,4.3,20.8,432.0,40.0,2.0,Clear,0.02,18.4,89.2,7.8,Low,11,Friday,0,0,15.7,25.0,0.917,0.134,175.04,9.0,0
20798,Delhi,East,2.5,12.9,234.0,32.0,2.44,Storm,1.0,28.7,87.9,5.1,High,12,Monday,0,0,10.6,23.2,0.8,0.168,129.56,46.0,0
20799,Chennai,Suburban,7.1,32.6,350.0,53.0,1.38,Clear,0.14,23.0,56.3,3.3,Medium,14,Thursday,0,0,32.0,11.8,0.889,0.135,150.14,37.0,0
20800,Mumbai,East,3.7,22.1,377.0,41.0,2.45,Storm,0.95,19.2,92.7,7.0,Medium,21,Saturday,1,0,5.5,20.4,0.86,0.15,183.39,70.0,1
20801,Delhi,Central,4.1,18.1,143.0,34.0,1.03,Cloudy,0.12,39.7,36.9,4.5,High,6,Thursday,0,1,10.2,24.5,0.848,0.233,66.48,52.0,0
20802,Pune,Suburban,4.2,28.2,304.0,40.0,1.15,Cloudy,0.13,33.9,30.3,3.3,Medium,15,Saturday,1,0,11.1,26.4,0.726,0.141,112.88,40.0,1
20803,Mumbai,Airport,5.4,24.9,266.0,44.0,2.49,Clear,0.01,30.5,82.0,3.0,Very High,12,Sunday,1,0,11.3,20.7,0.841,0.035,168.08,49.0,0
20804,Jaipur,North,4.5,23.3,147.0,39.0,1.15,Clear,0.0,28.8,44.0,8.1,Low,0,Saturday,1,0,14.3,23.4,0.683,0.096,77.19,36.0,0
20805,Jaipur,South,4.4,17.2,129.0,38.0,1.72,Clear,0.1,35.7,79.6,6.5,High,22,Friday,0,0,16.5,15.3,0.739,0.33,93.74,54.0,0
20806,Mumbai,North,3.3,14.8,314.0,31.0,1.17,Light Rain,0.31,37.0,77.4,14.2,High,8,Monday,0,0,14.3,25.9,0.69,0.167,105.35,55.0,1
20807,Delhi,Industrial,1.7,9.9,213.0,28.0,1.0,Light Rain,0.25,23.9,89.8,6.7,High,0,Monday,0,0,18.5,28.7,0.954,0.041,74.86,81.0,1
20808,Delhi,South,2.3,13.5,118.0,28.0,1.26,Cloudy,0.03,27.5,45.4,18.4,High,5,Thursday,0,0,5.0,25.4,0.727,0.177,61.24,50.0,0
20809,Chennai,Industrial,6.9,28.4,327.0,58.0,1.5,Cloudy,0.05,28.5,92.2,6.2,Medium,13,Sunday,1,0,13.1,25.0,0.835,0.014,158.94,25.0,1
20810,Hyderabad,North,3.7,22.1,390.0,36.0,1.21,Clear,0.03,34.9,35.8,10.1,High,18,Thursday,0,1,16.1,25.8,0.936,0.051,129.36,53.0,1
20811,Hyderabad,Airport,3.0,15.3,136.0,34.0,1.03,Heavy Rain,0.71,28.2,84.4,10.9,Very High,3,Saturday,1,0,13.1,29.6,0.758,0.094,64.94,86.0,1
20812,Chennai,Central,1.9,12.6,245.0,26.0,1.22,Cloudy,0.12,31.8,56.0,14.7,Very High,2,Monday,0,0,9.4,30.2,0.739,0.116,85.62,47.0,0
20813,Mumbai,West,1.6,10.3,523.0,25.0,1.13,Clear,0.05,29.0,32.1,45.7,Very High,4,Thursday,0,0,20.3,18.8,0.665,0.057,143.31,84.0,0
20814,Pune,Suburban,2.9,12.7,155.0,31.0,2.49,Clear,0.11,35.3,54.7,28.0,Medium,13,Sunday,1,0,15.8,24.5,0.69,0.069,111.29,11.0,0
20815,Chennai,South,7.6,29.3,575.0,61.0,1.28,Light Rain,0.32,34.3,85.3,1.4,High,17,Monday,0,0,10.2,20.1,0.84,0.099,204.58,37.0,0
20816,Hyderabad,Central,3.2,11.1,208.0,34.0,1.22,Clear,0.01,27.0,67.9,5.7,Medium,1,Monday,0,1,10.7,27.6,0.934,0.074,87.24,19.0,1
20817,Kolkata,East,5.7,14.3,236.0,42.0,1.54,Cloudy,0.11,25.0,30.2,6.6,Very High,22,Monday,0,0,14.8,22.4,0.868,0.2,116.6,45.0,0
20818,Chennai,East,3.1,15.1,122.0,37.0,1.21,Cloudy,0.13,24.2,71.0,8.3,Medium,15,Monday,0,0,7.6,24.6,0.961,0.11,71.61,10.0,0
20819,Delhi,North,6.6,27.4,124.0,44.0,1.22,Clear,0.1,39.8,36.4,6.9,High,3,Thursday,0,0,16.1,19.8,0.811,0.062,80.96,51.0,0
20820,Bangalore,Industrial,3.6,15.0,176.0,34.0,1.15,Heavy Rain,0.72,45.5,58.8,10.3,High,3,Friday,0,0,9.8,26.6,0.833,0.09,77.82,101.0,1
20821,Bangalore,East,2.1,6.9,381.0,31.0,1.25,Cloudy,0.14,36.7,39.9,25.7,Low,23,Friday,0,0,9.0,23.5,0.651,0.122,122.57,52.0,0
20822,Mumbai,Industrial,3.8,23.1,789.0,32.0,1.17,Clear,0.1,19.7,72.6,2.7,High,10,Wednesday,0,0,5.6,24.4,0.891,0.193,211.02,5.0,0
20823,Jaipur,West,13.5,55.3,901.0,69.0,1.19,Cloudy,0.07,25.8,91.7,10.1,Medium,6,Sunday,1,0,11.7,23.2,0.779,0.145,280.33,48.0,1
20824,Mumbai,South,13.1,70.3,230.0,80.0,1.13,Clear,0.05,25.0,31.5,4.2,Very High,15,Tuesday,0,0,8.3,25.1,0.862,0.185,141.0,62.0,0
20825,Chennai,North,6.0,24.3,205.0,54.0,1.29,Storm,0.98,28.2,34.7,8.0,Low,17,Thursday,0,0,10.5,24.7,0.715,0.043,114.76,62.0,1
20826,Bangalore,South,4.1,30.3,150.0,36.0,1.15,Light Rain,0.26,17.1,80.4,19.0,Low,10,Wednesday,0,0,12.0,26.3,0.77,0.29,74.4,34.0,1
20827,Mumbai,South,5.4,21.3,427.0,40.0,1.06,Clear,0.08,23.4,36.5,4.5,Medium,4,Saturday,1,0,7.1,25.7,0.815,0.121,136.34,33.0,0
20828,Kolkata,Airport,5.4,20.0,170.0,52.0,1.1,Cloudy,0.01,39.9,88.8,4.7,Medium,2,Sunday,1,0,5.4,21.4,0.975,0.12,94.6,18.0,1
20829,Pune,Central,4.4,24.0,217.0,40.0,1.04,Cloudy,0.03,33.6,85.9,17.1,Medium,1,Tuesday,0,0,7.3,20.1,0.948,0.025,89.34,44.0,1
20830,Bangalore,East,5.8,36.8,314.0,38.0,1.66,Cloudy,0.07,30.3,94.9,60.0,Low,13,Saturday,1,0,6.3,23.4,0.768,0.189,132.16,14.0,0
20831,Delhi,Suburban,5.1,25.7,307.0,40.0,1.28,Light Rain,0.31,27.5,44.0,5.5,Low,4,Wednesday,0,0,12.9,17.3,0.846,0.206,118.74,54.0,1
20832,Mumbai,South,3.7,16.4,180.0,37.0,1.2,Cloudy,0.0,27.6,79.8,6.8,Medium,2,Friday,0,0,13.1,29.0,0.979,0.028,84.0,42.0,1
20833,Delhi,Industrial,2.2,10.7,233.0,27.0,1.0,Light Rain,0.29,33.1,73.4,3.4,High,2,Friday,0,0,15.4,32.1,0.356,0.05,78.26,78.0,1
20834,Delhi,West,3.4,16.5,183.0,37.0,1.24,Clear,0.14,30.6,57.8,22.1,Low,23,Wednesday,0,0,22.0,21.1,0.749,0.06,86.14,22.0,1
20835,Bangalore,Airport,7.2,26.0,161.0,53.0,1.21,Clear,0.0,24.9,54.7,9.6,High,14,Monday,0,0,11.9,27.3,0.6,0.039,99.55,38.0,0
20836,Jaipur,Industrial,4.4,22.4,147.0,43.0,1.03,Clear,0.1,35.2,78.8,7.2,High,18,Thursday,0,1,14.4,19.3,0.891,0.078,76.63,42.0,1
20837,Hyderabad,West,5.4,23.6,117.0,42.0,1.4,Fog,0.19,26.0,53.6,15.7,Medium,22,Saturday,1,0,14.3,15.1,0.955,0.011,84.54,32.0,0
20838,Kolkata,Industrial,3.8,15.4,293.0,36.0,1.11,Clear,0.13,36.4,32.0,8.9,Medium,23,Thursday,0,0,10.3,15.9,0.856,0.119,104.42,34.0,1
20839,Hyderabad,Suburban,2.4,13.9,217.0,34.0,1.1,Fog,0.11,22.8,66.5,12.0,High,15,Monday,0,0,23.4,19.0,0.843,0.067,85.14,50.0,0
20840,Bangalore,East,3.9,14.6,139.0,34.0,1.92,Cloudy,0.02,24.6,87.3,7.0,Medium,11,Sunday,1,1,11.8,16.4,0.925,0.051,95.86,47.0,0
20841,Pune,East,2.4,14.4,132.0,27.0,1.19,Heavy Rain,0.75,35.6,32.7,7.4,Low,4,Saturday,1,0,6.9,28.7,0.849,0.008,61.17,42.0,0
20842,Bangalore,North,2.3,13.5,131.0,34.0,2.43,Clear,0.0,26.1,46.1,4.0,High,20,Friday,0,0,16.5,24.7,0.772,0.014,111.44,70.0,1
20843,Kolkata,North,9.2,37.3,180.0,48.0,1.08,Fog,0.13,37.8,38.3,5.9,Low,2,Tuesday,0,1,11.2,24.2,0.546,0.033,91.44,48.0,1
20844,Delhi,Industrial,3.5,18.0,430.0,40.0,1.22,Fog,0.12,33.6,44.7,8.2,Very High,10,Saturday,1,0,18.3,27.4,0.948,0.004,143.4,22.0,0
20845,Mumbai,North,2.9,12.8,174.0,36.0,1.3,Storm,0.94,37.0,36.2,6.1,Low,6,Saturday,1,0,13.8,24.0,0.844,0.211,85.08,56.0,0
20846,Pune,East,11.8,61.9,323.0,73.0,1.29,Clear,0.15,29.2,86.4,16.1,Low,5,Monday,0,0,7.5,20.0,0.702,0.03,165.23,61.0,1
20847,Hyderabad,South,7.3,28.0,534.0,57.0,2.2,Light Rain,0.28,23.5,42.7,6.4,High,13,Saturday,1,0,8.6,15.9,0.905,0.131,242.88,31.0,0
20848,Kolkata,Industrial,3.6,16.3,266.0,32.0,1.15,Clear,0.07,24.1,44.3,5.5,Very High,15,Tuesday,0,0,13.5,10.2,0.836,0.009,95.32,42.0,1
20849,Kolkata,Central,5.8,25.0,167.0,51.0,1.49,Clear,0.06,36.1,67.1,6.7,Very High,22,Monday,0,0,6.7,13.6,0.814,0.073,112.73,33.0,0
20850,Mumbai,Suburban,3.9,19.0,234.0,41.0,1.22,Clear,0.0,26.8,75.5,5.3,High,9,Friday,0,1,11.0,24.9,0.646,0.278,101.5,39.0,0
20851,Bangalore,Airport,3.0,15.3,239.0,29.0,1.2,Light Rain,0.34,30.6,82.9,13.6,High,3,Thursday,0,0,12.3,24.9,0.65,0.077,87.38,53.0,1
20852,Delhi,Suburban,6.0,28.2,580.0,47.0,1.29,Clear,0.0,23.5,85.0,9.3,Medium,15,Sunday,1,0,16.6,14.8,0.721,0.319,188.23,50.0,0
20853,Hyderabad,Suburban,3.7,16.2,103.0,42.0,1.11,Clear,0.03,33.8,37.1,7.5,Medium,18,Monday,0,0,13.5,23.2,0.711,0.316,69.28,14.0,0
20854,Pune,North,4.7,26.0,427.0,48.0,1.3,Cloudy,0.0,20.6,45.1,19.0,Very High,6,Wednesday,0,0,7.9,22.3,0.714,0.023,156.34,26.0,1
20855,Delhi,Central,8.3,41.8,102.0,69.0,1.02,Clear,0.0,37.6,37.2,7.1,Medium,2,Saturday,1,0,13.3,23.8,0.75,0.22,92.82,28.0,1
20856,Bangalore,West,7.7,31.1,367.0,58.0,1.11,Heavy Rain,0.74,22.2,83.2,7.1,High,2,Friday,0,0,13.8,13.2,0.876,0.096,145.12,76.0,1
20857,Chennai,East,3.2,18.0,199.0,31.0,1.22,Cloudy,0.1,23.9,61.4,5.0,Medium,15,Sunday,1,1,10.1,19.5,0.632,0.192,81.6,46.0,1
20858,Mumbai,West,6.0,27.8,610.0,45.0,1.18,Clear,0.05,29.2,76.0,3.2,Medium,3,Monday,0,0,11.8,16.7,0.612,0.067,187.3,45.0,1
20859,Pune,North,2.3,9.0,343.0,32.0,1.06,Clear,0.06,43.5,64.3,10.9,Medium,10,Friday,0,0,11.3,20.3,0.57,0.031,109.38,44.0,1
20860,Hyderabad,South,5.9,25.7,326.0,43.0,1.11,Clear,0.03,27.4,42.6,3.0,High,9,Tuesday,0,1,7.6,35.9,0.709,0.003,119.45,59.0,1
20861,Jaipur,Airport,4.9,20.7,153.0,47.0,1.05,Clear,0.07,27.4,41.8,7.4,Very High,0,Thursday,0,0,12.1,19.8,0.916,0.104,83.01,73.0,1
20862,Delhi,Airport,5.6,20.3,603.0,51.0,1.3,Clear,0.11,28.1,35.3,15.9,Medium,17,Sunday,1,0,15.0,27.5,0.706,0.383,198.96,0.0,0
20863,Mumbai,North,3.7,19.4,1000.0,40.0,1.15,Clear,0.13,40.0,63.4,5.1,Medium,18,Tuesday,0,0,11.9,21.2,0.757,0.174,266.0,23.0,0
20864,Bangalore,Central,15.6,74.0,669.0,83.0,1.26,Clear,0.15,40.9,35.7,7.0,Low,10,Thursday,0,0,13.0,22.8,0.878,0.013,251.76,21.0,0
20865,Mumbai,Airport,2.6,15.6,148.0,34.0,1.12,Fog,0.15,34.9,52.8,6.1,Medium,15,Saturday,1,0,19.4,18.2,0.855,0.359,70.64,17.0,0
20866,Jaipur,North,8.0,26.5,223.0,46.0,1.89,Fog,0.02,35.0,66.8,9.6,Very High,21,Friday,0,0,8.7,27.7,0.886,0.026,136.0,43.0,0
20867,Mumbai,Suburban,2.4,12.3,135.0,30.0,2.29,Light Rain,0.28,26.7,82.4,9.9,High,19,Saturday,1,0,9.5,18.2,0.739,0.167,98.4,10.0,1
20868,Chennai,South,6.1,21.6,180.0,52.0,1.23,Light Rain,0.35,24.4,91.2,31.3,High,8,Sunday,1,0,14.1,26.8,0.698,0.125,103.56,74.0,1
20869,Bangalore,South,6.3,38.4,282.0,54.0,1.27,Clear,0.09,37.6,45.7,10.1,Very High,6,Friday,0,0,10.8,21.4,0.493,0.114,130.62,38.0,1
20870,Delhi,East,4.6,24.3,352.0,38.0,1.06,Clear,0.0,34.4,53.0,5.6,Very High,4,Tuesday,0,0,10.4,19.7,0.65,0.039,117.72,36.0,1
20871,Mumbai,East,3.3,19.0,319.0,39.0,1.04,Clear,0.03,30.5,48.2,5.9,Medium,9,Friday,0,0,12.6,24.2,0.704,0.111,110.74,6.0,0
20872,Hyderabad,Suburban,4.9,26.1,104.0,39.0,1.05,Cloudy,0.07,28.9,34.3,9.9,Medium,10,Friday,0,0,11.5,22.1,0.861,0.104,63.83,13.0,0
20873,Hyderabad,Industrial,5.3,24.5,240.0,46.0,1.41,Heavy Rain,0.69,29.5,67.6,4.8,Medium,22,Tuesday,0,0,21.2,25.2,0.969,0.142,117.66,76.0,0
20874,Delhi,Industrial,13.1,46.7,317.0,94.0,2.34,Storm,0.99,33.5,79.8,7.7,High,21,Monday,0,0,13.1,29.4,0.773,0.199,289.7,85.0,1
20875,Kolkata,South,2.7,18.2,393.0,33.0,2.47,Heavy Rain,0.72,40.3,87.4,7.0,Medium,19,Wednesday,0,0,15.1,12.2,0.626,0.319,167.97,14.0,0
20876,Delhi,Industrial,3.2,19.3,303.0,34.0,1.11,Clear,0.0,29.6,61.4,2.6,Very High,4,Tuesday,0,0,7.8,23.9,0.896,0.208,104.4,41.0,0
20877,Bangalore,Suburban,5.3,22.8,312.0,39.0,1.35,Fog,0.01,19.8,43.3,6.9,High,21,Wednesday,0,1,8.2,28.0,0.903,0.14,121.29,22.0,0
20878,Bangalore,South,3.8,16.2,217.0,34.0,1.14,Light Rain,0.39,34.3,83.7,11.0,Very High,16,Tuesday,0,1,18.7,16.6,0.723,0.028,86.5,27.0,0
20879,Mumbai,Industrial,4.2,26.0,280.0,35.0,1.15,Clear,0.0,36.7,76.3,6.0,Low,17,Wednesday,0,0,10.9,11.6,0.979,0.009,101.85,0.0,1
20880,Kolkata,Industrial,8.5,26.5,891.0,57.0,1.84,Clear,0.0,43.7,79.5,5.5,Very High,14,Tuesday,0,0,11.3,9.8,0.844,0.1,300.9,31.0,0
20881,Delhi,Industrial,1.0,8.5,447.0,25.0,1.52,Heavy Rain,0.71,32.3,36.8,11.6,Very High,11,Sunday,1,0,15.1,22.1,0.762,0.039,136.34,33.0,0
20882,Mumbai,Central,3.1,15.6,294.0,37.0,1.18,Fog,0.15,26.6,60.6,8.4,Very High,1,Monday,0,0,14.8,31.4,0.731,0.297,108.34,25.0,1
20883,Bangalore,Industrial,1.6,11.5,352.0,26.0,1.17,Light Rain,0.31,26.2,30.8,7.9,High,6,Monday,0,0,13.8,22.5,0.669,0.025,107.86,34.0,0
20884,Hyderabad,Industrial,2.2,17.1,254.0,32.0,1.12,Cloudy,0.0,30.9,90.8,5.2,Low,2,Saturday,1,0,11.3,25.7,0.688,0.19,91.72,22.0,0
20885,Bangalore,North,19.0,82.8,254.0,117.0,2.48,Storm,0.97,24.0,61.6,36.9,Medium,11,Wednesday,0,0,11.9,18.2,0.856,0.01,346.04,77.0,0
20886,Chennai,East,6.4,23.5,394.0,51.0,2.24,Clear,0.07,31.2,38.0,2.2,High,13,Monday,0,0,19.5,12.5,0.769,0.188,200.92,21.0,0
20887,Mumbai,Central,7.9,47.2,181.0,52.0,1.17,Clear,0.12,36.5,69.4,7.4,Medium,3,Thursday,0,0,9.5,17.5,0.713,0.079,100.66,16.0,0
20888,Delhi,Airport,4.3,26.6,229.0,37.0,1.2,Cloudy,0.0,41.8,82.7,6.9,Low,4,Thursday,0,0,11.7,16.5,0.741,0.259,94.78,16.0,1
20889,Pune,Industrial,7.1,31.9,123.0,57.0,1.13,Light Rain,0.44,30.7,42.7,7.0,Low,18,Wednesday,0,0,27.3,26.2,0.827,0.135,91.47,43.0,1
