order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue
12302,Hyderabad,West,1.3,5.6,212.0,25.0,1.21,Fog,0.04,27.1,73.4,14.3,High,17,Sunday,1,0,10.4,19.2,0.808,0.293,76.89
12303,Chennai,Industrial,14.8,50.9,499.0,108.0,1.07,Heavy Rain,0.72,40.0,76.5,5.7,Medium,15,Tuesday,0,0,9.6,15.3,0.803,0.187,225.34
12304,Bangalore,Central,6.7,24.1,240.0,47.0,2.27,Cloudy,0.09,23.7,76.3,3.2,Medium,11,Wednesday,0,0,6.4,18.8,0.743,0.232,159.49
12305,Hyderabad,Suburban,2.5,11.7,436.0,33.0,1.06,Cloudy,0.05,28.1,55.4,8.4,Very High,8,Friday,0,0,11.4,25.1,0.942,0.047,130.9
12306,Bangalore,Suburban,8.8,32.8,272.0,54.0,1.8,Light Rain,0.26,23.3,76.4,7.2,High,11,Sunday,1,0,7.7,27.2,0.783,0.158,157.04
12307,Delhi,Suburban,14.3,52.4,492.0,98.0,1.03,Clear,0.0,40.4,40.0,8.8,High,3,Thursday,0,0,11.8,24.6,0.913,0.059,209.18
12308,Chennai,Suburban,2.5,11.9,151.0,29.0,1.1,Clear,0.09,35.4,75.0,3.8,High,7,Friday,0,0,10.1,22.8,0.734,0.153,65.12
12309,Chennai,Industrial,5.5,25.0,304.0,37.0,1.42,Light Rain,0.34,37.6,65.2,7.0,High,21,Sunday,1,0,12.7,25.3,0.877,0.062,119.42
12310,Pune,South,10.6,32.5,243.0,83.0,1.07,Clear,0.0,30.8,65.2,7.2,Medium,15,Saturday,1,0,12.2,20.4,0.853,0.016,142.27
12311,Jaipur,Airport,2.1,12.3,100.0,27.0,1.2,Fog,0.13,22.0,88.6,6.5,High,10,Saturday,1,0,6.9,14.7,0.943,0.023,54.4
12312,Mumbai,Industrial,1.6,10.4,365.0,27.0,1.38,Clear,0.14,33.8,46.1,7.7,Medium,14,Thursday,0,0,14.0,20.2,0.829,0.228,117.56
12313,Hyderabad,Suburban,10.8,59.8,260.0,59.0,1.3,Light Rain,0.38,23.6,94.9,23.8,High,5,Sunday,1,0,10.5,19.1,0.783,0.086,133.9
12314,Bangalore,West,10.0,53.1,274.0,62.0,1.98,Heavy Rain,0.69,33.2,70.2,5.0,Low,20,Friday,0,0,24.0,14.8,0.96,0.042,183.04
12315,Mumbai,West,4.1,17.7,100.0,37.0,1.26,Clear,0.13,24.5,79.6,10.4,Medium,7,Saturday,1,0,16.8,16.6,0.853,0.224,68.62
12316,Chennai,Suburban,2.8,15.3,159.0,35.0,1.29,Clear,0.11,22.8,92.3,6.9,Low,3,Thursday,0,0,9.6,18.3,0.742,0.138,80.13
12317,Bangalore,Industrial,8.0,31.5,338.0,48.0,1.06,Cloudy,0.07,48.0,39.6,12.9,Very High,17,Tuesday,0,0,12.3,17.2,0.823,0.098,125.24
12318,Chennai,West,5.2,19.7,177.0,48.0,1.09,Cloudy,0.14,34.7,89.7,13.3,High,3,Friday,0,0,10.0,26.4,0.941,0.047,91.26
12319,Bangalore,Industrial,4.1,20.1,236.0,39.0,1.91,Clear,0.1,32.8,71.1,8.9,High,12,Thursday,0,0,18.8,32.5,0.696,0.078,126.41
12320,Mumbai,Suburban,5.7,28.2,310.0,54.0,1.53,Light Rain,0.25,41.8,90.1,11.8,High,19,Saturday,1,0,12.1,24.5,0.905,0.29,150.82
12321,Mumbai,Central,4.3,22.8,201.0,33.0,1.09,Fog,0.0,31.5,85.6,4.2,Medium,4,Monday,0,0,20.0,13.0,0.868,0.036,80.19
12322,Hyderabad,Central,2.2,12.0,706.0,31.0,1.67,Clear,0.06,29.4,32.1,4.9,Low,21,Sunday,1,0,12.0,22.5,0.967,0.068,207.09
12323,Chennai,Suburban,7.4,36.6,570.0,52.0,1.8,Cloudy,0.02,34.4,53.8,2.3,High,11,Saturday,1,0,21.9,25.5,0.943,0.123,219.0
12324,Bangalore,Central,4.6,22.2,235.0,42.0,2.01,Clear,0.0,34.6,74.5,14.9,High,22,Friday,0,0,8.5,25.8,0.875,0.085,136.12
12325,Delhi,Central,4.1,13.1,169.0,34.0,1.02,Cloudy,0.14,33.1,37.9,20.3,Low,2,Thursday,0,0,16.3,21.9,0.833,0.167,71.86
12326,Hyderabad,Airport,5.0,23.7,110.0,45.0,1.24,Heavy Rain,0.84,31.8,57.4,11.2,High,8,Friday,0,0,12.5,18.1,0.932,0.107,80.0
12327,Kolkata,West,4.8,17.5,150.0,44.0,1.24,Storm,0.98,29.0,54.2,18.4,High,16,Tuesday,0,1,10.3,24.6,0.854,0.112,87.56
12328,Chennai,South,5.0,36.0,251.0,41.0,1.14,Fog,0.15,20.9,42.6,5.1,High,6,Thursday,0,1,11.7,28.5,0.791,0.044,101.96
12329,Bangalore,Suburban,2.3,15.7,273.0,34.0,1.21,Clear,0.0,29.0,83.7,6.1,Very High,15,Saturday,1,0,14.0,24.1,0.885,0.102,101.2
12330,Mumbai,Central,7.3,37.8,343.0,49.0,1.06,Clear,0.0,38.6,39.9,2.5,Medium,2,Saturday,1,0,8.5,18.8,0.841,0.145,127.4
12331,Hyderabad,West,2.9,15.7,220.0,32.0,1.18,Clear,0.07,30.1,93.8,7.0,Very High,2,Saturday,1,0,5.0,21.8,0.628,0.149,86.16
12332,Bangalore,Central,2.7,22.7,759.0,35.0,1.25,Storm,0.94,34.5,57.3,17.8,High,7,Saturday,1,0,9.7,20.5,0.856,0.241,210.73
12333,Delhi,Industrial,5.9,29.0,470.0,44.0,1.14,Storm,1.0,29.4,94.7,10.2,Medium,4,Wednesday,0,0,18.2,23.6,0.711,0.189,153.56
12334,Chennai,South,3.8,18.5,290.0,43.0,1.01,Light Rain,0.37,26.4,62.0,16.6,Very High,18,Friday,0,0,14.3,37.6,0.755,0.059,107.23
12335,Mumbai,Central,4.3,24.3,146.0,45.0,2.1,Light Rain,0.27,25.9,34.0,4.7,High,11,Sunday,1,0,10.5,25.0,0.674,0.003,126.62
12336,Bangalore,South,2.1,16.4,106.0,30.0,1.12,Clear,0.03,36.5,53.9,7.8,High,5,Sunday,1,0,25.1,8.0,0.841,0.052,56.92
12337,Chennai,South,7.1,41.0,184.0,62.0,1.11,Heavy Rain,0.66,42.4,52.0,6.7,Very High,18,Sunday,1,1,11.2,20.7,0.851,0.205,109.3
12338,Delhi,Suburban,15.6,59.2,296.0,111.0,1.12,Light Rain,0.39,35.7,36.6,6.2,Medium,7,Saturday,1,0,25.9,28.9,0.762,0.054,189.44
12339,Bangalore,Industrial,4.5,19.4,432.0,46.0,1.95,Cloudy,0.04,33.5,77.1,9.9,High,13,Wednesday,0,0,13.9,16.9,0.971,0.118,184.74
12340,Delhi,Industrial,4.8,28.7,100.0,36.0,1.35,Light Rain,0.27,36.1,81.2,4.9,High,19,Monday,0,0,12.7,17.2,0.843,0.136,70.6
12341,Jaipur,South,4.3,23.2,130.0,34.0,1.09,Clear,0.09,34.8,45.5,5.3,Medium,8,Tuesday,0,0,7.1,29.2,0.43,0.531,65.66
12342,Kolkata,South,6.1,30.1,161.0,45.0,1.1,Clear,0.0,33.4,67.9,4.2,High,23,Saturday,1,0,13.4,12.7,0.594,0.215,84.92
12343,Jaipur,Suburban,14.7,50.1,269.0,88.0,1.08,Cloudy,0.12,42.6,65.8,19.0,High,9,Saturday,1,0,9.0,19.9,0.857,0.083,154.22
12344,Kolkata,Airport,1.9,13.6,214.0,27.0,1.17,Heavy Rain,0.72,30.6,32.9,1.9,High,18,Friday,0,0,18.1,19.7,0.845,0.051,78.67
12345,Pune,East,5.6,23.9,174.0,44.0,1.04,Clear,0.1,38.4,33.8,11.4,High,23,Sunday,1,0,14.4,30.0,0.801,0.191,84.04
12346,Chennai,Central,7.2,25.5,215.0,46.0,1.51,Cloudy,0.07,29.8,92.8,8.9,Very High,13,Friday,0,0,7.4,14.6,0.881,0.134,116.76
12347,Kolkata,North,4.5,25.0,149.0,43.0,1.23,Heavy Rain,0.74,26.9,43.1,3.0,Medium,9,Tuesday,0,0,13.1,21.6,0.878,0.084,85.67
12348,Hyderabad,Central,6.0,24.3,119.0,45.0,1.04,Light Rain,0.34,35.3,45.3,3.8,Very High,17,Monday,0,0,13.0,28.9,0.834,0.015,72.98
12349,Bangalore,West,2.2,17.0,210.0,30.0,2.03,Light Rain,0.34,34.7,71.5,6.1,High,20,Wednesday,0,0,10.1,19.7,0.469,0.022,107.1
12350,Bangalore,Central,2.1,13.4,100.0,32.0,1.12,Clear,0.14,30.5,87.1,23.4,High,8,Sunday,1,0,11.4,27.7,0.813,0.098,57.84
12351,Chennai,Industrial,11.0,47.8,255.0,56.0,1.13,Cloudy,0.06,20.4,76.4,8.5,Medium,17,Sunday,1,0,17.6,18.9,0.773,0.002,119.38
12352,Jaipur,North,4.6,23.5,212.0,41.0,1.4,Storm,0.99,18.6,85.2,3.1,Medium,21,Wednesday,0,0,13.4,32.3,0.71,0.079,104.04
12353,Delhi,South,3.3,19.2,377.0,39.0,1.17,Heavy Rain,0.68,37.5,92.0,13.0,Low,10,Monday,0,0,11.1,21.1,0.884,0.346,128.57
12354,Mumbai,Airport,3.5,19.8,138.0,39.0,1.28,Clear,0.01,26.1,57.1,2.6,High,17,Monday,0,0,8.1,23.7,0.896,0.144,80.28
12355,Bangalore,Suburban,5.9,28.4,320.0,48.0,2.32,Cloudy,0.0,20.1,37.7,4.5,Medium,20,Tuesday,0,0,16.4,22.1,0.884,0.18,181.76
12356,Pune,Suburban,3.7,19.4,219.0,38.0,1.08,Clear,0.0,30.8,63.3,9.7,Low,3,Saturday,1,0,15.1,21.1,0.645,0.106,89.22
12357,Mumbai,Airport,7.5,34.7,253.0,64.0,1.27,Fog,0.19,39.1,80.2,8.4,High,4,Monday,0,0,16.7,30.1,0.927,0.042,136.94
12358,Pune,East,2.7,15.6,395.0,34.0,1.15,Fog,0.08,27.1,88.2,28.1,Medium,17,Sunday,1,0,12.6,25.1,0.478,0.055,126.0
12359,Mumbai,West,5.5,18.7,189.0,41.0,2.11,Light Rain,0.35,19.0,37.0,7.5,High,21,Friday,0,0,6.8,27.2,0.94,0.126,128.09
12360,Jaipur,Suburban,3.7,24.2,269.0,37.0,1.59,Cloudy,0.12,25.4,71.0,9.2,High,21,Sunday,1,0,11.7,15.5,0.644,0.161,118.01
12361,Pune,Suburban,2.0,20.1,341.0,28.0,1.02,Light Rain,0.39,34.5,53.0,4.0,Very High,9,Sunday,1,0,16.1,22.6,0.768,0.031,103.58
12362,Kolkata,North,6.6,37.1,114.0,51.0,1.07,Light Rain,0.35,30.9,78.4,2.8,Low,9,Friday,0,0,22.0,20.4,0.936,0.123,79.65
12363,Jaipur,Suburban,3.5,15.0,477.0,35.0,1.3,Light Rain,0.29,25.1,36.6,7.5,High,13,Friday,0,0,12.0,36.2,0.618,0.019,150.44
12364,Hyderabad,East,4.8,20.5,208.0,47.0,1.4,Storm,1.0,28.6,49.0,9.0,High,13,Sunday,1,0,19.1,24.1,0.865,0.14,111.56
12365,Bangalore,Suburban,5.4,25.1,256.0,46.0,2.06,Cloudy,0.03,28.3,90.1,7.9,High,21,Friday,0,0,11.4,23.1,0.861,0.075,151.08
12366,Kolkata,East,1.9,12.1,261.0,31.0,2.33,Cloudy,0.05,39.3,40.0,10.5,High,13,Sunday,1,0,6.7,19.4,0.935,0.067,129.65
12367,Mumbai,Central,1.9,15.7,110.0,27.0,1.24,Clear,0.04,35.6,69.9,9.8,Medium,1,Thursday,0,0,12.8,13.8,0.654,0.182,57.68
12368,Hyderabad,East,3.4,24.8,329.0,34.0,1.22,Light Rain,0.29,38.3,53.6,2.9,High,18,Tuesday,0,0,8.0,24.2,0.758,0.117,113.86
12369,Mumbai,West,5.2,24.1,347.0,39.0,1.14,Cloudy,0.03,25.9,71.2,7.0,Low,0,Sunday,1,0,12.6,26.2,0.837,0.149,120.8
12370,Kolkata,Airport,2.5,16.3,304.0,33.0,1.19,Clear,0.07,34.7,87.4,0.7,Low,23,Monday,0,0,13.2,19.3,0.957,0.012,106.15
12371,Mumbai,North,6.0,33.8,397.0,46.0,1.4,Fog,0.1,31.2,88.0,10.2,Very High,22,Sunday,1,0,10.0,25.5,0.543,0.021,151.74
12372,Delhi,North,3.2,14.1,394.0,35.0,1.3,Clear,0.02,30.2,77.4,7.5,Very High,3,Monday,0,0,13.6,21.3,0.931,0.01,132.18
12373,Hyderabad,North,3.1,13.4,251.0,30.0,1.14,Clear,0.0,25.9,31.2,11.9,Medium,6,Tuesday,0,0,11.4,14.3,0.808,0.025,89.42
12374,Delhi,Airport,8.5,39.4,307.0,64.0,2.05,Clear,0.0,38.0,48.5,11.6,Low,21,Thursday,0,1,7.5,19.6,0.402,0.172,198.74
12375,Pune,Industrial,7.8,43.7,185.0,64.0,1.03,Clear,0.03,35.4,56.1,20.0,Low,9,Thursday,0,0,16.3,19.9,0.779,0.308,106.62
12376,Mumbai,North,10.0,34.1,277.0,73.0,1.12,Fog,0.14,33.1,62.8,14.2,High,3,Tuesday,0,0,12.5,23.2,0.791,0.158,142.7
12377,Mumbai,Airport,3.5,14.2,213.0,36.0,1.09,Light Rain,0.3,35.5,73.2,2.0,Very High,8,Tuesday,0,0,7.1,22.6,0.9,0.053,86.1
12378,Bangalore,Suburban,5.1,28.1,373.0,43.0,1.25,Clear,0.09,38.9,53.9,3.0,Very High,1,Sunday,1,0,13.5,14.4,0.692,0.218,135.81
12379,Hyderabad,Airport,4.2,15.6,450.0,44.0,1.05,Light Rain,0.34,30.4,58.9,14.6,High,8,Tuesday,0,0,10.0,25.8,0.735,0.325,145.2
12380,Bangalore,West,7.0,41.0,642.0,49.0,1.01,Light Rain,0.25,25.2,64.1,8.1,High,18,Wednesday,0,0,9.7,26.9,0.834,0.077,190.73
12381,Kolkata,East,4.9,19.9,318.0,40.0,1.04,Clear,0.11,22.5,77.4,3.8,Very High,2,Monday,0,1,14.3,26.3,0.591,0.098,111.56
12382,Mumbai,North,2.1,10.0,164.0,27.0,1.28,Clear,0.06,30.0,74.3,3.9,Low,9,Saturday,1,0,23.2,20.6,0.838,0.148,70.64
12383,Mumbai,Central,1.0,7.8,245.0,24.0,1.2,Clear,0.0,26.9,80.0,1.7,High,20,Monday,0,0,9.8,29.1,0.552,0.042,82.7
12384,Mumbai,Airport,6.4,37.6,153.0,45.0,2.31,Cloudy,0.0,27.1,91.5,12.4,Low,14,Monday,0,0,12.1,19.2,0.919,0.315,137.61
12385,Jaipur,West,4.4,15.4,364.0,36.0,2.29,Light Rain,0.31,37.6,88.1,10.5,Medium,12,Wednesday,0,0,15.1,21.2,0.885,0.028,162.52
12386,Kolkata,Central,3.5,14.7,210.0,37.0,1.31,Cloudy,0.0,28.3,83.1,22.8,Low,21,Saturday,1,1,17.4,14.7,0.71,0.176,94.67
12387,Pune,South,5.0,25.6,262.0,40.0,1.27,Storm,0.89,31.5,46.4,10.6,High,21,Saturday,1,0,11.6,13.7,0.901,0.144,108.44
12388,Mumbai,Industrial,5.2,31.9,665.0,44.0,1.68,Heavy Rain,0.84,28.0,80.8,17.2,Low,21,Friday,0,0,19.5,26.3,0.669,0.049,220.22
12389,Bangalore,East,14.0,51.1,177.0,84.0,1.22,Storm,0.96,29.5,43.8,7.8,Medium,2,Sunday,1,0,11.1,24.0,0.87,0.185,141.42
12390,Pune,South,7.8,27.5,149.0,47.0,1.19,Clear,0.09,32.3,65.3,6.6,Medium,2,Sunday,1,0,5.0,27.5,0.913,0.404,88.71
12391,Mumbai,Central,9.4,46.4,543.0,51.0,1.06,Clear,0.04,36.6,91.4,22.2,Low,16,Friday,0,0,16.3,25.0,0.659,0.003,173.52
12392,Pune,North,5.2,22.0,191.0,37.0,1.05,Storm,0.95,25.5,47.1,12.2,Medium,6,Tuesday,0,0,24.3,26.0,0.823,0.105,80.87
12393,Delhi,Suburban,3.6,19.1,240.0,40.0,1.03,Clear,0.0,39.4,37.4,1.9,Very High,15,Monday,0,0,6.0,13.9,0.815,0.253,94.0
12394,Chennai,Airport,2.5,11.9,321.0,31.0,2.02,Cloudy,0.14,27.8,69.9,5.5,High,14,Saturday,1,0,12.8,26.2,0.597,0.171,133.24
12395,Kolkata,Airport,11.9,46.0,232.0,60.0,1.15,Cloudy,0.0,36.6,31.2,8.8,Medium,2,Saturday,1,0,18.9,21.5,0.773,0.045,120.04
12396,Mumbai,Suburban,1.5,8.2,183.0,28.0,1.95,Light Rain,0.27,31.8,47.6,60.0,High,20,Monday,0,0,10.8,15.9,0.827,0.119,94.86
12397,Delhi,Industrial,8.3,28.2,405.0,45.0,1.21,Light Rain,0.37,27.1,82.3,4.8,Medium,7,Wednesday,0,0,8.5,19.1,0.734,0.031,143.55
12398,Delhi,Central,6.0,17.8,211.0,47.0,2.01,Fog,0.04,31.2,88.3,6.4,High,20,Friday,0,0,8.7,18.0,0.477,0.082,140.89
12399,Kolkata,Airport,6.3,28.5,180.0,47.0,1.2,Heavy Rain,0.8,25.6,71.1,4.2,Medium,23,Thursday,0,0,11.2,26.7,0.902,0.052,96.0
12400,Delhi,Central,22.1,82.3,403.0,149.0,1.01,Cloudy,0.02,26.9,93.8,6.1,Low,5,Monday,0,0,14.5,15.4,0.697,0.203,239.15
12401,Pune,Suburban,2.3,16.1,419.0,28.0,1.31,Light Rain,0.31,32.8,56.6,2.6,Low,12,Friday,0,0,5.0,20.0,0.732,0.256,128.86
12402,Delhi,South,3.3,16.3,189.0,31.0,2.12,Fog,0.18,19.5,59.9,3.0,Medium,21,Monday,0,0,7.9,30.1,0.941,0.126,107.3
12403,Bangalore,Suburban,3.1,15.8,316.0,32.0,1.05,Fog,0.02,22.3,77.1,10.7,Low,5,Sunday,1,0,17.9,19.8,0.796,0.061,103.12
12404,Pune,North,9.1,41.1,214.0,65.0,1.41,Light Rain,0.41,30.0,89.4,13.2,Medium,21,Monday,0,1,11.8,19.9,0.776,0.082,138.73
12405,Mumbai,West,3.4,19.7,219.0,39.0,2.5,Light Rain,0.35,23.2,35.4,13.6,Very High,14,Friday,0,0,8.3,23.9,0.785,0.233,145.68
12406,Delhi,West,11.6,44.9,209.0,89.0,1.1,Heavy Rain,0.82,23.7,39.3,3.0,High,17,Thursday,0,0,17.2,26.3,0.647,0.352,143.88
12407,Mumbai,South,3.8,18.4,362.0,41.0,1.79,Cloudy,0.13,31.7,89.5,6.5,High,11,Friday,0,0,17.4,25.4,0.934,0.123,153.03
12408,Jaipur,North,3.9,21.0,159.0,33.0,1.28,Clear,0.07,30.6,47.1,12.8,Very High,10,Monday,0,0,11.0,22.7,0.847,0.132,77.22
12409,Mumbai,West,3.0,16.7,178.0,29.0,1.1,Cloudy,0.0,34.4,61.7,15.6,Low,9,Monday,0,0,6.3,23.0,0.808,0.281,71.06
12410,Mumbai,West,10.7,34.9,184.0,83.0,1.23,Cloudy,0.0,23.7,30.0,13.1,High,15,Monday,0,0,8.6,20.9,0.819,0.094,142.57
12411,Delhi,South,4.7,20.6,272.0,36.0,1.01,Cloudy,0.03,32.6,55.2,2.6,Medium,1,Thursday,0,0,10.4,27.2,0.82,0.18,96.2
12412,Chennai,East,3.7,14.0,676.0,40.0,1.3,Cloudy,0.07,30.1,52.6,3.3,Very High,11,Friday,0,0,6.3,29.5,0.94,0.039,200.72
12413,Bangalore,West,3.5,19.7,639.0,35.0,1.21,Light Rain,0.34,27.3,87.3,31.4,Medium,2,Monday,0,1,8.2,17.6,0.688,0.007,182.93
12414,Pune,North,4.6,29.6,510.0,43.0,1.0,Cloudy,0.06,28.9,90.3,14.9,Medium,3,Thursday,0,0,12.9,27.8,0.609,0.018,155.2
12415,Hyderabad,Suburban,3.5,10.2,351.0,32.0,1.29,Cloudy,0.12,22.2,45.0,9.8,Very High,6,Tuesday,0,0,12.6,12.2,0.882,0.06,118.5
12416,Mumbai,Suburban,10.0,41.4,137.0,70.0,1.8,Clear,0.0,33.0,57.8,3.9,Very High,14,Saturday,1,0,12.0,20.7,0.876,0.249,156.14
12417,Pune,Airport,5.7,34.5,422.0,47.0,1.02,Clear,0.0,38.3,85.4,7.3,Very High,15,Friday,0,0,14.9,21.1,0.962,0.045,140.78
12418,Hyderabad,North,8.8,43.4,506.0,62.0,1.25,Light Rain,0.4,22.0,87.5,11.5,High,1,Monday,0,0,7.6,33.2,0.704,0.069,188.82
12419,Kolkata,Suburban,4.3,20.3,134.0,37.0,1.06,Clear,0.13,24.0,50.9,6.1,High,9,Thursday,0,0,6.1,25.9,0.513,0.142,68.7
12420,Mumbai,Airport,4.5,24.8,483.0,46.0,1.76,Light Rain,0.42,32.3,60.6,3.9,Medium,13,Sunday,1,0,18.9,28.4,0.896,0.109,187.22
12421,Jaipur,Industrial,3.4,23.4,375.0,38.0,2.29,Heavy Rain,0.71,36.4,79.5,4.7,Medium,22,Thursday,0,0,18.4,23.9,0.65,0.062,169.52
12422,Chennai,North,4.7,29.4,227.0,43.0,1.43,Storm,0.9,35.8,72.9,4.6,High,21,Saturday,1,1,5.2,18.3,0.95,0.454,111.43
12423,Bangalore,Central,2.2,11.0,226.0,30.0,1.1,Clear,0.0,29.7,93.4,7.5,High,7,Saturday,1,0,9.6,18.1,0.803,0.158,82.72
12424,Kolkata,North,3.3,16.9,208.0,38.0,1.25,Clear,0.0,33.3,92.4,8.2,High,1,Monday,0,0,21.6,15.9,0.743,0.154,93.26
12425,Delhi,Suburban,2.9,14.7,257.0,34.0,1.92,Clear,0.07,25.7,85.9,10.9,High,19,Saturday,1,0,5.2,17.1,0.712,0.061,121.82
12426,Delhi,Suburban,2.8,12.8,134.0,33.0,1.13,Clear,0.0,40.8,38.5,10.4,High,2,Monday,0,0,15.1,24.4,0.974,0.1,66.77
12427,Mumbai,Airport,11.7,60.6,170.0,58.0,1.16,Light Rain,0.39,32.9,49.6,14.3,Low,15,Tuesday,0,0,11.7,25.8,0.957,0.037,104.68
12428,Pune,West,4.4,27.9,215.0,43.0,1.02,Clear,0.11,31.5,80.1,1.4,High,23,Monday,0,0,10.8,28.7,0.791,0.112,91.16
12429,Bangalore,Central,6.9,38.6,280.0,53.0,1.25,Cloudy,0.03,35.6,38.8,6.0,High,1,Tuesday,0,1,8.0,26.2,0.86,0.097,127.85
12430,Mumbai,Suburban,3.3,14.6,432.0,37.0,1.15,Heavy Rain,0.8,25.0,32.0,10.3,Medium,8,Saturday,1,0,9.6,14.5,0.686,0.076,137.59
12431,Delhi,Central,3.8,16.0,153.0,31.0,1.24,Light Rain,0.34,32.4,93.7,11.0,High,8,Friday,0,1,8.5,17.1,0.837,0.162,72.1
12432,Chennai,South,3.7,16.2,387.0,35.0,2.14,Clear,0.0,40.5,35.3,8.7,Medium,21,Sunday,1,0,9.1,13.5,0.898,0.101,160.04
12433,Bangalore,Central,3.4,15.3,143.0,34.0,1.21,Cloudy,0.0,37.0,45.4,4.0,High,18,Sunday,1,0,6.1,17.7,0.918,0.272,72.6
12434,Pune,South,4.0,15.1,192.0,35.0,1.28,Clear,0.02,31.6,58.2,16.0,High,16,Friday,0,0,10.1,18.4,0.805,0.081,87.04
12435,Bangalore,North,8.2,46.2,408.0,63.0,1.3,Light Rain,0.37,34.9,85.2,14.0,High,8,Thursday,0,0,9.9,14.8,0.791,0.227,171.66
12436,Bangalore,Industrial,8.3,42.1,242.0,50.0,2.39,Fog,0.15,32.7,68.4,4.4,Medium,12,Friday,0,0,20.7,22.1,0.834,0.105,172.74
12437,Pune,Industrial,4.1,18.1,173.0,42.0,1.08,Storm,0.89,28.5,49.9,17.8,Low,23,Wednesday,0,0,11.7,21.8,0.777,0.172,83.42
12438,Delhi,Suburban,1.9,8.9,491.0,28.0,1.05,Clear,0.07,21.4,58.8,3.6,Medium,0,Friday,0,0,7.6,31.5,0.873,0.248,137.42
12439,Bangalore,East,7.6,29.4,330.0,54.0,1.11,Clear,0.03,30.3,57.4,12.0,Medium,4,Tuesday,0,0,12.5,19.5,0.867,0.128,132.54
12440,Chennai,South,7.8,38.5,149.0,45.0,2.23,Light Rain,0.41,19.6,56.2,14.8,Medium,19,Tuesday,0,0,10.5,14.3,0.88,0.101,133.13
12441,Delhi,East,7.0,34.4,359.0,61.0,1.18,Cloudy,0.06,29.3,54.4,21.6,Low,1,Sunday,1,0,10.7,22.2,0.932,0.052,150.96
12442,Delhi,East,6.7,24.3,365.0,48.0,1.2,Heavy Rain,0.84,27.3,55.6,2.6,Medium,15,Friday,0,0,5.5,15.9,0.757,0.099,137.9
12443,Bangalore,Airport,1.3,11.0,278.0,27.0,1.3,Fog,0.14,37.0,44.4,5.2,High,9,Thursday,0,0,7.3,27.3,0.83,0.1,96.26
12444,Bangalore,West,5.8,31.0,100.0,54.0,1.38,Clear,0.0,37.6,79.1,6.5,High,19,Monday,0,0,12.3,25.4,0.932,0.026,96.52
12445,Pune,North,3.9,20.4,169.0,37.0,1.75,Clear,0.0,21.8,72.2,2.5,Medium,13,Friday,0,0,7.5,13.5,0.847,0.147,101.93
12446,Hyderabad,Suburban,1.9,13.1,122.0,28.0,1.32,Light Rain,0.27,30.6,42.5,3.9,Medium,13,Friday,0,1,11.4,20.5,0.978,0.057,63.8
12447,Delhi,Industrial,12.4,37.9,262.0,80.0,1.15,Heavy Rain,0.77,33.1,77.9,4.9,High,23,Wednesday,0,0,5.8,11.6,0.842,0.174,149.64
12448,Bangalore,West,6.6,25.6,221.0,58.0,1.21,Light Rain,0.25,36.9,67.3,2.5,Very High,7,Monday,0,0,11.4,19.7,0.945,0.337,118.8
12449,Mumbai,West,2.2,11.2,104.0,32.0,1.05,Clear,0.11,28.2,45.5,4.1,Medium,0,Monday,0,1,13.6,21.8,0.736,0.024,56.48
12450,Bangalore,Airport,6.6,28.8,743.0,46.0,2.09,Light Rain,0.26,31.5,35.0,18.4,Medium,14,Monday,0,0,11.2,23.7,0.66,0.196,259.6
12451,Pune,Central,2.2,14.1,324.0,30.0,1.63,Clear,0.1,33.6,50.1,3.1,Very High,20,Thursday,0,0,11.1,23.8,0.727,0.019,120.18
12452,Mumbai,West,5.7,34.3,110.0,52.0,1.27,Cloudy,0.0,33.4,77.3,19.7,Low,3,Thursday,0,0,10.0,21.8,0.673,0.227,90.24
12453,Chennai,Industrial,5.3,21.8,326.0,49.0,2.32,Clear,0.04,39.2,77.2,6.0,High,11,Thursday,0,0,9.7,24.7,0.388,0.035,185.4
12454,Delhi,Airport,4.0,22.4,130.0,36.0,1.11,Heavy Rain,0.66,27.8,87.1,8.0,High,17,Wednesday,0,0,10.3,19.4,0.925,0.081,68.56
12455,Mumbai,West,4.0,21.0,316.0,41.0,1.02,Light Rain,0.36,33.1,86.6,11.4,High,9,Tuesday,0,0,12.3,20.9,0.54,0.175,111.34
12456,Mumbai,Industrial,3.2,18.2,193.0,37.0,1.02,Cloudy,0.04,35.9,54.3,3.2,High,23,Saturday,1,0,11.9,16.3,0.588,0.101,80.2
12457,Mumbai,Suburban,1.1,7.4,123.0,25.0,1.28,Clear,0.0,25.8,54.9,6.8,Medium,15,Tuesday,0,0,15.6,28.1,0.62,0.08,59.06
12458,Mumbai,Central,4.7,23.9,312.0,40.0,1.92,Storm,0.94,27.5,54.2,4.4,Medium,13,Thursday,0,0,9.0,20.2,0.764,0.148,145.44
12459,Mumbai,North,1.4,10.6,337.0,26.0,1.13,Storm,0.95,32.2,65.3,4.1,Low,1,Saturday,1,0,10.4,17.9,0.891,0.031,103.52
12460,Delhi,East,6.3,30.2,324.0,52.0,1.05,Clear,0.0,38.3,68.0,6.7,Medium,5,Friday,0,0,24.4,26.4,0.909,0.135,125.88
